,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
652,RGEG3,3.0,13.42,1.6,0.77,0.0,0.609,-98.28,6.23,-1.76,10.04,11.7,0.12359999999999999,0.0574,0.98,0.11689999999999999,0.11900000000000001,0.0,1915180000.0,1.15,0.1009
653,WLMM3,21.8,13.52,1.73,0.856,0.0147,1.3730000000000002,4.07,12.57,5.51,10.9,10.31,0.0681,0.0633,3.85,0.141,0.1281,29242.0,458461000.0,0.03,0.2742
654,MULT3,21.6,13.52,2.02,11.32,0.021099999999999997,1.165,8.61,18.2,-5.78,20.59,15.55,0.6221,0.8370000000000001,2.55,0.0775,0.1497,138960000.0,6408240000.0,0.55,0.0206
655,BBDC4,25.32,13.57,1.56,0.0,0.0276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1151,1153560000.0,143703000000.0,0.0,-0.09269999999999999
656,BRIV3,11.5,13.68,0.67,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0487,135736.0,1528350000.0,0.0,0.2064
657,SMTO3,33.36,13.69,2.93,2.748,0.016200000000000003,0.9620000000000001,6.19,10.77,-2.6,14.84,6.49,0.2552,0.2007,2.06,0.1027,0.21359999999999998,39345300.0,4037270000.0,1.45,0.1353
658,ELET5,71.0,13.85,1.47,3.3939999999999997,0.0,0.613,5.1,8.79,-1.9,11.61,10.1,0.3861,0.24739999999999998,1.88,0.0775,0.106,21331.4,75861600000.0,0.68,-0.18170000000000003
659,ARCE3,54.0,14.01,2.6,2.461,0.0,1.726,11.33,8.89,102.03,9.07,9.07,0.27699999999999997,0.1946,1.97,0.22039999999999998,0.1859,0.0,13495400000.0,0.17,0.48469999999999996
660,ITSA3,11.59,14.24,1.79,17.815,0.0575,1.443,25.51,264.18,-30.03,266.45,92.23,0.0674,1.3015,2.32,0.0059,0.12560000000000002,2028820.0,54494000000.0,0.09,0.0318
661,ITUB4,27.56,14.25,1.98,0.0,0.049100000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1387,1095040000.0,136699000000.0,0.0,-0.29960000000000003
662,TMGC11,900.0,14.26,1.83,1.3090000000000002,0.0,1.26,7.62,20.08,13.46,18.75,18.75,0.0652,0.09179999999999999,1.69,0.0873,0.1283,0.0,1167010000.0,0.05,0.10490000000000001
663,POSI3,4.84,14.41,0.74,0.36700000000000005,0.0066,0.268,0.9,52.1,1.53,70.22,14.42,0.006999999999999999,0.0275,1.58,0.0086,0.051100000000000007,5684110.0,931221000.0,0.84,0.013999999999999999
664,TNCP4,182.6,14.42,2.49,3.091,0.0,1.696,52.65,11.85,-22.3,11.88,8.72,0.2608,0.2144,1.15,0.1648,0.1729,0.0,13081500000.0,0.09,0.9779000000000001
665,PTBL3,9.61,14.49,3.52,1.206,0.016200000000000003,0.7340000000000001,12.02,34.41,-2.08,45.09,19.48,0.035,0.0832,1.16,0.0278,0.24309999999999998,23491300.0,421630000.0,1.78,0.0426
666,EEEL4,575.0,14.49,2.07,3.8480000000000003,0.0378,0.981,5.84,8.89,-3.92,9.03,8.54,0.4328,0.2702,2.63,0.1264,0.1425,6712.74,2689400000.0,0.28,-0.039900000000000005
667,TNCP3,184.85,14.59,2.52,3.1289999999999996,0.0,1.7169999999999999,53.3,12.0,-22.58,12.03,8.83,0.2608,0.2144,1.15,0.1648,0.1729,0.0,13081500000.0,0.09,0.9779000000000001
668,KSSA3,5.33,14.66,1.4,0.9159999999999999,0.0,0.406,1.72,5.62,6.73,12.3,12.3,0.1631,0.0842,1.47,0.0767,0.0958,0.0,553026000.0,1.8,0.4068
669,KEPL3,37.9,14.66,1.94,1.655,0.0144,1.171,6.06,14.8,8.05,12.53,8.77,0.1118,0.11289999999999999,1.55,0.11810000000000001,0.1323,6402800.0,513931000.0,0.11,0.026600000000000002
670,TKNO4,42.7,14.75,0.67,0.742,0.0449,0.54,1.3,7.54,1.45,5.28,3.89,0.0983,0.050300000000000004,3.78,0.09570000000000001,0.0454,27278.9,188039000.0,0.01,0.1103
671,ELUM4,47.9,14.79,1.99,1.251,0.0,1.178,3.07,19.64,3.34,14.9,14.9,0.0637,0.08460000000000001,2.02,0.094,0.13470000000000001,0.0,443231000.0,0.08,0.084
672,ALLL3,3.97,14.83,0.49,1.056,0.0,0.158,1.02,3.73,-0.37,10.1,5.38,0.2833,0.0724,2.64,0.0526,0.0331,0.0,14994700000.0,1.4,0.1255
673,TEND3,29.12,14.85,2.05,1.42,0.0169,0.7390000000000001,1.51,9.0,7.16,8.26,7.47,0.1578,0.0958,2.93,0.1288,0.1383,37503400.0,1479060000.0,0.78,0.2147
674,TCOC3,38.85,14.9,1.8,2.225,0.0,1.307,3.78,14.48,4.39,12.23,12.23,0.1537,0.1493,2.53,0.1398,0.1206,0.0,2812920000.0,0.04,0.1671
675,SHUL4,13.57,14.94,1.78,1.265,0.022799999999999997,0.723,2.15,13.98,15.8,16.33,10.95,0.09050000000000001,0.08470000000000001,2.11,0.0806,0.1193,3455600.0,680080000.0,1.0,0.15869999999999998
676,RDCD3,35.16,15.07,14.74,7.936,0.0,0.925,21.14,13.4,22.7,14.25,14.26,0.5922999999999999,0.5265,1.05,0.0697,0.9778,0.0,1605520000.0,1.04,0.1216
677,CARD3,15.31,15.09,2.27,1.4140000000000001,0.0199,1.2209999999999999,29.54,10.26,-9.01,10.7,5.52,0.1378,0.09369999999999999,1.15,0.15810000000000002,0.1501,2482490.0,282506000.0,0.41,-0.0187
678,AESL3,10081.9,15.14,2.78,1.4509999999999998,0.0,0.9079999999999999,44.28,10.12,-2.64,13.8,10.59,0.1434,0.0958,1.07,0.1124,0.18350000000000002,0.0,4083820000.0,1.46,0.3225
679,AESL4,10081.9,15.14,2.78,1.4509999999999998,0.0,0.9079999999999999,44.28,10.12,-2.64,13.8,10.59,0.1434,0.0958,1.07,0.1124,0.18350000000000002,0.0,4083820000.0,1.46,0.3225
680,RPAD3,7.42,15.26,0.61,4245.54,0.0,0.599,-143.59,-146.33,-132.87,-144.61,-144.61,-29.0135,278.297,0.66,-0.0040999999999999995,0.0398,79097.5,1035630000.0,0.0,-0.0673
681,TMGC13,966.14,15.31,1.96,1.406,0.0,1.3530000000000002,8.18,21.56,14.45,20.23,20.23,0.0652,0.09179999999999999,1.69,0.0873,0.1283,0.0,1167010000.0,0.05,0.10490000000000001
682,BRGE3,10.22,15.31,0.61,25.268,0.0,0.249,0.81,-1.83,2.96,1.08,1.08,-13.8157,2.6083,2.81,-0.22469999999999998,0.0398,34180.5,1236490000.0,0.0,0.0007000000000000001
683,BEMA3,10.8,15.32,1.22,1.2930000000000001,0.0,0.8079999999999999,3.18,14.34,11.45,14.43,8.11,0.0901,0.08439999999999999,2.66,0.0696,0.0795,0.0,457342000.0,0.19,0.1058
684,GEPA3,39.2,15.32,2.09,2.51,0.0481,0.86,-7.76,6.45,-2.89,6.46,4.68,0.3893,0.16390000000000002,0.72,0.2752,0.1364,43177.4,1771910000.0,0.58,0.0189
685,GEPA4,39.36,15.38,2.1,2.52,0.0479,0.863,-7.79,6.47,-2.9,6.49,4.69,0.3893,0.16390000000000002,0.72,0.2752,0.1364,89801.8,1771910000.0,0.58,0.0189
686,EGIE3,45.02,15.41,5.14,3.255,0.0383,1.068,11.29,8.9,-2.03,11.89,9.69,0.3657,0.2114,1.55,0.14730000000000001,0.3337,66944700.0,7144260000.0,2.52,0.1561
687,BOBR4,2.28,15.44,-2.46,0.551,0.0,0.892,-3.12,4.86,-0.93,6.59,5.59,0.11349999999999999,0.035699999999999996,0.58,0.2458,-0.1594,480458.0,-241275000.0,-0.95,0.0045000000000000005
688,ETER3,13.29,15.46,8.44,1.195,0.0,1.101,9.02,28.27,-2.86,28.59,16.23,0.042300000000000004,0.07719999999999999,1.34,0.048600000000000004,0.5457,49696900.0,81379000.0,0.82,-0.10769999999999999
689,ILMD3,29.0,15.73,2.63,0.6829999999999999,0.0,1.395,5.7,14.13,7.53,13.13,13.13,0.0484,0.0492,1.6,0.1252,0.16690000000000002,0.0,658715000.0,0.02,0.006500000000000001
690,EALT3,14.9,15.97,1.87,1.311,0.0037,0.759,11.52,16.02,-5.36,19.5,11.97,0.0818,0.0821,1.17,0.0547,0.11689999999999999,146002.0,179500000.0,0.65,0.2408
691,CRTP5,62.1,15.98,1.71,1.7480000000000002,0.0,1.127,3.98,14.09,5.88,12.48,12.48,0.124,0.1094,2.14,0.12359999999999999,0.10679999999999999,0.0,1210570000.0,0.12,0.1011
692,WEGE4,16.1,16.1,3.04,2.066,0.0,1.774,5.08,11.57,8.59,11.02,9.59,0.17850000000000002,0.1307,2.35,0.2054,0.1887,0.0,11122500000.0,0.18,0.1456
693,VIVT4,45.34,16.13,1.1,1.77,0.056100000000000004,0.7020000000000001,35.18,12.57,-4.48,13.27,4.65,0.1408,0.1097,1.11,0.0649,0.068,0.0,69847300000.0,0.18,0.0064
694,BRFS3,23.1,16.23,2.65,0.503,0.0,0.36700000000000005,3.22,6.63,-0.94,11.68,6.37,0.0759,0.0313,1.32,0.0946,0.1632,195398000.0,7086930000.0,3.67,0.0052
695,ILMD4,30.0,16.28,2.72,0.7070000000000001,0.0,1.443,5.89,14.62,7.79,13.62,13.62,0.0484,0.0492,1.6,0.1252,0.16690000000000002,0.0,658715000.0,0.02,0.006500000000000001
696,DURA4,31.39,16.35,2.22,2.182,0.0,1.224,17.24,10.12,-10.49,11.47,11.47,0.21559999999999999,0.13390000000000002,1.27,0.1438,0.1359,0.0,1789980000.0,0.52,0.1094
697,CRFB3,19.68,16.47,2.64,0.58,0.0126,0.841,16.94,9.22,-4.91,10.5,8.33,0.0629,0.0383,1.11,0.1209,0.1605,94051500.0,14780000000.0,0.53,0.1298
698,BRGE8,11.0,16.48,0.66,27.197,0.0275,0.268,0.87,-1.97,3.18,0.94,0.94,-13.8157,2.6083,2.81,-0.22469999999999998,0.0398,9316.59,1236490000.0,0.0,0.0007000000000000001
699,DURA3,31.9,16.62,2.26,2.218,0.0,1.244,17.52,10.29,-10.66,11.64,11.64,0.21559999999999999,0.13390000000000002,1.27,0.1438,0.1359,0.0,1789980000.0,0.52,0.1094
700,DPPI3,85.0,16.65,4.99,-1.453,0.0,3.753,8.7,190.72,9.75,177.18,177.18,-0.0076,-0.0504,3.14,0.03,0.29969999999999997,0.0,545227000.0,0.06,0.1514
701,RAPT3,11.03,16.79,2.19,0.778,0.0219,0.48100000000000004,1.53,8.11,-4.23,11.15,8.09,0.0959,0.057,2.12,0.0934,0.1303,276358.0,1743360000.0,2.13,0.1884
702,WLMM4,27.2,16.87,2.16,1.068,0.0129,1.713,5.07,15.69,6.87,14.02,13.25,0.0681,0.0633,3.85,0.141,0.1281,55591.5,458461000.0,0.03,0.2742
703,VIVT3,47.53,16.91,1.15,1.8559999999999999,0.0719,0.736,36.88,13.18,-4.7,13.88,4.87,0.1408,0.1097,1.11,0.0649,0.068,131551000.0,69847300000.0,0.18,0.0064
704,TIMP3,13.46,17.13,1.43,1.903,0.0,0.818,15.37,9.79,-3.78,9.72,3.77,0.19440000000000002,0.11109999999999999,1.34,0.0967,0.0833,0.0,22847800000.0,0.14,0.0229
705,HYPE3,33.02,17.16,2.25,5.3870000000000005,0.0355,1.225,3.62,22.12,79.02,22.8,20.2,0.24350000000000002,0.314,3.56,0.0797,0.1311,98014900.0,9295560000.0,0.6,0.1784
706,BMTO4,7.57,17.27,2.07,0.0,0.0,2.03,0.0,-2625.16,0.0,-2624.05,-1477.48,0.0,0.0,0.0,0.0,0.12,0.0,1046320000.0,0.0,0.0
707,EQPA7,5.35,17.39,3.25,2.086,0.052300000000000006,0.946,3.88,8.31,-3.13,9.52,7.73,0.25120000000000003,0.12,2.5,0.15289999999999998,0.18710000000000002,9970.38,3632530000.0,1.19,0.0702
708,BFIT4,0.93,17.55,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1115,0.0,1849420000.0,0.0,0.3567
709,CGAS5,159.0,17.6,17.38,2.487,0.0588,1.819,13.97,10.69,-4.21,13.1,11.06,0.2327,0.1413,1.39,0.2487,0.9873999999999999,883136.0,1212210000.0,6.15,0.1277
710,PFRM3,6.28,17.66,0.76,0.147,0.0,0.21100000000000002,0.9,3.78,3.73,4.76,2.88,0.039,0.0085,1.53,0.09480000000000001,0.0432,5454690.0,1018720000.0,0.71,0.0757
711,EQPA5,5.46,17.75,3.32,2.129,0.0458,0.966,3.96,8.48,-3.19,9.7,7.87,0.25120000000000003,0.12,2.5,0.15289999999999998,0.18710000000000002,10778.6,3632530000.0,1.19,0.0702
712,WHRL3,7.21,17.78,5.12,1.214,0.16820000000000002,1.587,11.1,14.4,19.03,12.33,9.87,0.0843,0.0684,1.23,0.3697,0.2877,83391.1,2118000000.0,0.22,-0.0489
713,BMTO3,7.82,17.84,2.14,0.0,0.0,2.097,0.0,-2711.85,0.0,-2710.74,-1526.3,0.0,0.0,0.0,0.0,0.12,0.0,1046320000.0,0.0,0.0
714,UCOP4,6.5,18.01,1.3,19.05,0.0,0.8440000000000001,5.14,22.7,-8.61,24.17,41.56,0.8392000000000001,1.1051,13.37,0.0391,0.0723,0.0,972713000.0,0.16,0.0925
715,BFIT3,0.98,18.49,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1115,0.0,1849420000.0,0.0,0.3567
716,TMCP3,56.0,18.58,1.38,1.525,0.0,0.937,3.85,24.25,4.74,19.68,19.68,0.0629,0.0975,2.3,0.0554,0.07440000000000001,0.0,1798930000.0,0.03,0.10490000000000001
717,TGMA3,24.94,18.64,2.66,1.528,0.013600000000000001,1.5959999999999999,5.49,22.04,16.5,22.24,16.8,0.0693,0.08199999999999999,2.42,0.09880000000000001,0.1424,12267500.0,619947000.0,0.42,0.052199999999999996
718,BRGE11,12.49,18.71,0.74,30.881,0.0291,0.304,0.99,-2.24,3.61,0.67,0.68,-13.8157,2.6083,2.81,-0.22469999999999998,0.0398,26924.3,1236490000.0,0.0,0.0007000000000000001
719,CGAS3,169.99,18.82,18.58,2.659,0.05,1.944,14.94,11.43,-4.5,13.84,11.68,0.2327,0.1413,1.39,0.2487,0.9873999999999999,76874.8,1212210000.0,6.15,0.1277
720,SMLE3,92.82,18.88,21.91,6.635,0.0,6.477,-124.0,16.5,-42.31,16.32,13.2,0.4022,0.3514,0.91,0.4617,1.1604,0.0,524731000.0,0.0,0.36829999999999996
721,RPAD5,9.21,18.94,0.75,5269.74,0.0592,0.7440000000000001,-178.23,-181.63,-164.92,-179.91,-179.91,-29.0135,278.297,0.66,-0.0040999999999999995,0.0398,24971.4,1035630000.0,0.0,-0.0673
722,SLCE3,38.9,19.01,2.73,2.0780000000000003,0.0253,0.9470000000000001,6.36,11.31,-5.8,13.41,11.41,0.1837,0.1137,1.47,0.1075,0.1435,31956800.0,2717770000.0,0.9,0.2134
723,MRVE3,19.91,19.03,1.71,1.511,0.0274,0.547,1.84,12.28,-3.27,17.13,15.14,0.12300000000000001,0.0897,2.52,0.048799999999999996,0.08990000000000001,87162200.0,5616190000.0,0.87,0.1125
724,CPRE3,18.23,19.05,1.89,5.501,0.0,0.858,-91.82,12.68,-2.13,14.3,7.79,0.4338,0.29469999999999996,0.94,0.0737,0.09910000000000001,0.0,5735670000.0,0.4,0.0441
725,EVEN3,12.15,19.15,1.4,1.5190000000000001,0.012,0.462,0.97,15.09,2.15,12.82,12.27,0.1007,0.1,2.73,0.0409,0.0731,20565800.0,1839420000.0,0.52,-0.020499999999999997
726,TIET4,3.38,19.22,4.9,3.361,0.0623,0.809,-32.95,7.81,-1.49,11.06,7.98,0.4301,0.17489999999999997,0.92,0.1726,0.2548,1753430.0,1377600000.0,3.46,0.0688
727,TIET11,16.92,19.24,4.9,3.365,0.0622,0.81,-32.99,7.82,-1.49,11.06,7.98,0.4301,0.17489999999999997,0.92,0.1726,0.2548,22776400.0,1377600000.0,3.46,0.0688
728,TIET3,3.39,19.27,4.91,3.3710000000000004,0.0621,0.8109999999999999,-33.05,7.84,-1.49,11.08,7.99,0.4301,0.17489999999999997,0.92,0.1726,0.2548,757969.0,1377600000.0,3.46,0.0688
729,TMCP4,58.2,19.31,1.44,1.585,0.0,0.973,4.0,25.21,4.92,20.63,20.63,0.0629,0.0975,2.3,0.0554,0.07440000000000001,0.0,1798930000.0,0.03,0.10490000000000001
730,WHRL4,7.85,19.36,5.57,1.3219999999999998,0.1699,1.7280000000000002,12.09,15.68,20.72,13.6,10.89,0.0843,0.0684,1.23,0.3697,0.2877,237659.0,2118000000.0,0.22,-0.0489
731,EMAE4,59.43,19.59,2.07,5.001,0.129,1.33,3.61,64.3,16.22,51.68,43.94,0.07780000000000001,0.2553,6.1,0.0298,0.1058,1418240.0,1059720000.0,0.06,0.26289999999999997
732,TIMS3,13.75,19.6,1.43,1.9380000000000002,0.0325,0.8370000000000001,11.36,10.1,-4.8,9.78,3.65,0.19190000000000002,0.0989,1.44,0.09699999999999999,0.073,78585700.0,23249200000.0,0.11,0.0
733,ENGI3,18.1,19.69,4.79,1.689,0.0066,0.759,25.95,12.76,-1.38,18.26,12.5,0.1324,0.091,1.12,0.0705,0.2433,395751.0,6854360000.0,2.81,0.1368
734,ELPL3,49.32,20.0,2.88,0.655,0.0,0.32799999999999996,-12.94,7.16,-0.51,8.86,5.56,0.0915,0.0327,0.91,0.053,0.1439,0.0,3384610000.0,1.37,0.0526
735,AUTM3,19.7,20.0,1.9,0.7090000000000001,0.0,0.547,4.08,6.78,-2.42,8.22,8.99,0.1047,0.0431,1.48,0.1193,0.095,0.0,1304250000.0,0.97,0.2821
736,MERC4,11.56,20.07,0.84,0.0,0.042699999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416,36778.8,249134000.0,0.0,-0.1997
737,AEDU11,37.35,20.13,1.13,1.405,0.0,0.732,5.77,13.93,-7.31,16.14,10.82,0.1008,0.0698,2.04,0.057699999999999994,0.055999999999999994,0.0,2415400000.0,0.3,0.209
738,GOAU3,9.83,20.21,0.92,0.26899999999999996,0.0183,0.168,0.82,4.2,-1.1,9.05,4.72,0.064,0.0362,2.42,0.0492,0.045599999999999995,686968.0,11600100000.0,1.68,0.0152
739,ODPV3,13.6,20.69,6.0,4.074,0.037200000000000004,3.549,15.86,12.71,25.13,11.2,10.76,0.32049999999999995,0.1955,1.69,0.491,0.2899,22954100.0,1204590000.0,0.0,0.0823
740,MLFT4,22.39,20.96,1.23,2.787,0.0,0.307,3.12,5.9,-1.02,11.69,8.16,0.4721,0.2957,1.89,0.06309999999999999,0.058600000000000006,0.0,1602910000.0,1.9,0.022099999999999998
741,EUCA3,21.22,21.18,1.36,1.514,0.0095,0.741,92.27,11.11,-5.32,13.6,7.85,0.1363,0.06269999999999999,1.03,0.0746,0.0644,43756.0,1442060000.0,0.36,0.04769999999999999
742,BRGE5,14.59,21.86,0.87,36.073,0.0,0.355,1.15,-2.61,4.22,0.3,0.3,-13.8157,2.6083,2.81,-0.22469999999999998,0.0398,5172.62,1236490000.0,0.0,0.0007000000000000001
743,RAPT4,14.37,21.87,2.85,1.014,0.0168,0.627,1.99,10.57,-5.51,13.61,9.87,0.0959,0.057,2.12,0.0934,0.1303,50057300.0,1743360000.0,2.13,0.1884
744,BRPR3,9.24,22.02,0.62,14.482999999999999,0.0092,0.426,4.49,21.0,-2.31,25.95,25.85,0.6895,0.6578,3.57,0.0229,0.028300000000000002,17293700.0,7279600000.0,0.31,-0.0877
745,OFSA3,34.06,22.1,3.33,2.602,0.0129,1.8359999999999999,5.35,16.27,15.61,17.62,14.29,0.16,0.11779999999999999,2.54,0.1448,0.1507,709554.0,551954000.0,0.58,0.0946
746,FRAS4,5.79,22.15,1.42,0.871,0.0,0.457,2.15,8.57,-2.24,12.3,7.7,0.1017,0.0339,1.82,0.0691,0.0641,0.0,886566000.0,1.09,0.1693
747,CRTP3,86.5,22.26,2.38,2.435,0.0,1.57,5.55,19.63,8.19,18.02,18.02,0.124,0.1094,2.14,0.12359999999999999,0.10679999999999999,0.0,1210570000.0,0.12,0.1011
748,JBSS3,25.6,22.28,1.7,0.267,0.022000000000000002,0.40299999999999997,2.57,3.45,-1.13,6.09,4.43,0.0775,0.0125,1.69,0.1597,0.0764,314995000.0,39446000000.0,1.87,0.09380000000000001
749,GRND3,7.58,22.32,1.86,3.963,0.022099999999999998,1.6980000000000002,2.87,23.09,2.97,18.58,13.87,0.1716,0.1775,9.74,0.11710000000000001,0.08349999999999999,13354600.0,3670680000.0,0.03,-0.0391
750,PARD3,21.75,22.37,4.01,2.122,0.013500000000000002,1.4609999999999999,10.94,15.72,-6.25,16.63,10.65,0.135,0.0949,1.5,0.1241,0.1793,11626900.0,710265000.0,0.6,0.0828
751,DIRR3,14.7,22.39,1.7,1.5630000000000002,0.055099999999999996,0.43,1.2,9.71,-1.65,10.01,8.62,0.1609,0.08929999999999999,4.44,0.0572,0.0758,22770600.0,1328160000.0,0.87,0.0506
752,GOAU4,10.91,22.43,1.02,0.299,0.0165,0.187,0.91,4.66,-1.22,9.51,4.96,0.064,0.0362,2.42,0.0492,0.045599999999999995,146671000.0,11600100000.0,1.68,0.0152
753,BSCT6,2.58,22.49,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09050000000000001,0.0,212960000.0,0.0,0.0192
754,CIEL3,4.06,22.5,1.16,2.359,0.0151,0.126,1.44,19.83,-4.43,24.19,13.08,0.11900000000000001,0.10490000000000001,1.11,0.0352,0.051699999999999996,170794000.0,9490850000.0,0.73,-0.1777
755,SBSP3,39.74,22.66,1.25,1.5419999999999998,0.0346,0.568,88.34,6.31,-1.26,9.43,6.45,0.2446,0.0681,1.07,0.0944,0.0553,159263000.0,21696600000.0,0.71,0.08
756,RSIP4,0.44,22.7,1.32,0.875,0.0,0.433,-10.98,9.53,-1.46,18.48,33.21,0.0917,0.0385,0.9,0.05,0.057999999999999996,0.0,66914000.0,1.4,0.15130000000000002
757,RSIP3,0.44,22.7,1.32,0.875,0.0,0.433,-10.98,9.53,-1.46,18.48,33.21,0.0917,0.0385,0.9,0.05,0.057999999999999996,0.0,66914000.0,1.4,0.15130000000000002
758,QUAL3,32.07,23.15,5.13,4.482,0.0091,2.347,10.21,11.7,-16.33,12.16,8.1,0.38299999999999995,0.19440000000000002,2.36,0.3187,0.2217,114269000.0,1773950000.0,0.76,0.0059
759,EZTC3,38.12,23.19,2.15,8.802999999999999,0.0077,1.912,4.42,36.82,4.65,31.32,29.86,0.2391,0.3886,6.75,0.07339999999999999,0.09269999999999999,95393600.0,4027600000.0,0.0,0.0358
760,TVIT3,19.3,23.46,5.45,1.705,0.0,2.424,175.42,16.02,-12.72,17.14,17.14,0.10640000000000001,0.0727,1.04,0.17579999999999998,0.2324,0.0,314984000.0,0.56,0.0
761,TMGC3,1500.0,23.77,3.05,2.182,0.0,2.101,12.7,33.47,22.43,32.14,32.14,0.0652,0.09179999999999999,1.69,0.0873,0.1283,0.0,1167010000.0,0.05,0.10490000000000001
762,TSEP4,29.01,23.97,1.3,1.2819999999999998,0.0,0.9059999999999999,3.8,14.82,4.43,12.29,12.29,0.08650000000000001,0.0535,1.88,0.091,0.054299999999999994,0.0,2047020000.0,0.0,0.045
763,JPSA3,25.71,24.06,1.41,3.2,0.0044,0.353,3.58,6.78,-1.18,12.56,8.77,0.4721,0.2957,1.89,0.06309999999999999,0.058600000000000006,6490600.0,1602910000.0,1.9,0.022099999999999998
764,BPAN4,13.04,24.09,3.01,0.0,0.0285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1249,32166900.0,5221420000.0,0.0,0.1431
765,CCPR3,12.96,24.11,1.1,4.023,0.0748,0.392,3.59,7.95,-1.6,11.5,9.16,0.5058,0.3084,3.99,0.056299999999999996,0.0458,12578900.0,1790710000.0,0.84,0.0366
766,LOGG3,33.89,24.22,1.14,24.750999999999998,0.0062,0.8440000000000001,7.3,32.17,-11.1,36.4,36.16,0.7693000000000001,1.0466,2.84,0.028999999999999998,0.047,10477700.0,3039250000.0,0.27,0.1003
767,ELEK3,19.11,24.46,2.66,0.619,0.0034000000000000002,1.067,3.75,52.11,-110.34,65.77,26.15,0.011899999999999999,0.0253,1.94,0.0252,0.10869999999999999,0.0,226327000.0,0.99,0.056900000000000006
768,MAGS3,62.45,24.49,3.13,2.217,0.0,2.12,4.9,15.02,6.65,14.19,14.19,0.1476,0.0891,3.06,0.18739999999999998,0.1278,0.0,848546000.0,0.13,0.1005
769,RANI4,5.5,24.67,1.84,1.531,0.0096,0.774,2.91,9.37,-4.86,11.12,6.29,0.16329999999999997,0.062,2.72,0.1105,0.0745,126959.0,768474000.0,0.83,0.0506
770,LIPR3,69.0,24.88,4.06,0.0,0.0,3.5410000000000004,11.5,46.06,12.65,40.91,40.91,0.0,0.0,4.06,0.1272,0.16329999999999997,18872.3,199744000.0,0.0,0.0
771,CBEE3,16.33,24.89,0.75,0.45,0.0,0.23,-139.1,6.21,-0.58,15.54,7.6,0.0725,0.0181,0.99,0.0431,0.030299999999999997,12854.8,3614710000.0,1.35,0.07429999999999999
772,GGBR3,20.55,24.94,1.13,0.89,0.015600000000000001,0.557,2.73,13.84,-3.61,18.67,9.76,0.0643,0.0361,2.41,0.049400000000000006,0.0453,2495130.0,31270600000.0,0.62,0.0152
773,ECOR3,12.74,25.15,10.36,1.754,0.0,0.574,34.82,5.47,-0.78,10.88,7.56,0.3207,0.0697,1.09,0.12960000000000002,0.41200000000000003,45798300.0,686925000.0,13.5,0.0897
774,BRGE6,16.81,25.18,1.0,41.56100000000001,0.0433,0.409,1.33,-3.01,4.86,-0.1,-0.1,-13.8157,2.6083,2.81,-0.22469999999999998,0.0398,367.69,1236490000.0,0.0,0.0007000000000000001
775,CRUZ3,27.59,25.31,22.46,6.614,0.0,7.185,62.03,20.74,124.93,20.75,19.27,0.3189,0.2613,1.19,0.46799999999999997,0.8876000000000001,0.0,1877350000.0,0.63,0.0304
776,PRIO3,81.09,25.41,5.6,9.005,0.0,2.019,-35.63,117.04,-4.98,136.39,18.35,0.07690000000000001,0.35450000000000004,0.81,0.019299999999999998,0.2206,434243000.0,2541810000.0,1.11,0.5477000000000001
777,BRAP3,55.75,25.76,1.62,0.0,0.0327,1.568,31.47,-1075.07,31.87,-1034.12,-1034.12,0.0,0.0,2.76,-0.0016,0.06269999999999999,2714580.0,12012000000.0,0.02,0.0
778,TNLP4,20.36,25.96,0.71,0.344,0.0,0.125,1.29,3.4,-0.33,9.07,9.07,0.1012,-0.0007000000000000001,1.48,0.0458,0.027200000000000002,0.0,13736000000.0,2.02,0.1539
779,UNIP3,55.64,26.03,3.44,1.496,0.0204,1.212,9.71,10.89,-4.78,10.53,7.36,0.1374,0.062400000000000004,1.47,0.1507,0.1322,889502.0,1527270000.0,0.48,0.34
780,LREN3,41.24,26.09,6.21,4.297,0.0078000000000000005,2.529,13.14,24.86,-76.63,25.7,16.28,0.1729,0.16469999999999999,1.52,0.1311,0.23800000000000002,287417000.0,5287760000.0,0.57,0.0652
781,UNIP5,56.0,26.2,3.46,1.506,0.0275,1.22,9.77,10.96,-4.81,10.6,7.41,0.1374,0.062400000000000004,1.47,0.1507,0.1322,89992.8,1527270000.0,0.48,0.34
