,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
388,CZRS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334,0.0,1145670000.0,0.0,0.1444
389,VVAX4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.44,-4.44,-0.0736,-0.3776,2.19,-0.0652,-0.9203,0.0,144676000.0,1.55,0.0
390,PEAB3,59.01,0.0,0.79,0.0,0.5443,0.602,1.12,0.0,1.19,0.0,0.0,0.0,0.0,3.57,0.0,0.0,13185.6,958919000.0,0.0,0.09369999999999999
391,POWE3,15.65,0.0,6.72,0.0,0.0,1.841,16.68,0.0,-10.24,0.0,0.0,0.0,0.0,1.25,0.0,0.0,5511380.0,208949000.0,0.16,0.0
392,AHEB5,20.01,0.0,14.05,0.0,0.0,0.664,-6.44,0.0,-0.82,0.0,0.0,0.0,0.0,0.58,0.0,0.0,410.23,12171000.0,0.0,-0.1589
393,ENJU3,18.16,0.0,48.72,0.0,0.0,32.478,62.1,0.0,68.67,0.0,0.0,0.0,0.0,2.85,0.0,0.0,28807600.0,72852000.0,0.08,0.0
394,TNEP3,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.09,-1.09,0.20920000000000002,0.25420000000000004,2.39,0.2053,0.228,0.0,955105000.0,0.06,0.0815
395,AURA33,61.0,0.0,3.01,0.0,0.0,1.712,11.48,0.0,-31.47,0.0,0.0,0.0,0.0,1.66,0.0,0.0,8947180.0,1435940000.0,0.27,0.0
396,NGRD3,7.99,0.0,13.9,0.0,0.0,5.684,166.27,0.0,-18.04,0.0,0.0,0.0,0.0,1.14,0.0,0.0,110030000.0,137186000.0,0.86,0.0
397,DUFB11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,IGBR3,17.97,0.0,-0.24,0.0,0.0,1.176,-3.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.15,0.0,0.0,3845000.0,-923772000.0,-0.98,-0.2389
399,INTB3,19.29,0.0,7.62,0.0,0.0,3.075,8.31,0.0,15.26,0.0,0.0,0.0,0.0,1.86,0.0,0.0,20006500.0,829235000.0,0.58,0.0
400,CCHI4,0.02,0.0,-0.01,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160477000.0,0.0,0.2036
401,ENER5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.23,1.89,0.2002,0.1261,1.31,0.18899999999999997,0.3543,0.0,977891000.0,1.86,0.079
402,ENER3,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.23,1.89,0.2002,0.1261,1.31,0.18899999999999997,0.3543,0.0,977891000.0,1.86,0.079
403,ENER6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.23,1.89,0.2002,0.1261,1.31,0.18899999999999997,0.3543,0.0,977891000.0,1.86,0.079
404,TEFC11,35.5,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,3.45,3.45,0.2354,0.1418,0.61,0.1485,0.4672,0.0,45856000000.0,2.95,0.1291
405,CESP4,16.29,0.0,0.0,0.003,0.0,0.0,0.01,0.01,-0.0,1.39,0.85,0.35109999999999997,0.7928000000000001,1.69,0.0546,0.2057,0.0,7128820000.0,0.25,-0.010700000000000001
406,CAFE4,0.5,0.0,-0.0,0.071,0.0,0.004,-0.0,-0.13,-0.0,-45.27,-53.49,-0.5307,21.638,0.02,-0.0281,-0.6417,0.0,-377387000.0,-0.98,-0.113
407,OSAO4,8.98,0.01,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-2.15,23.71,-0.1989,0.056600000000000004,0.45,-0.1316,-0.1148,0.0,-172283000.0,-0.98,-0.0054
408,SCAR4,10.0,0.01,0.0,0.001,0.0,0.0,0.0,0.0,-0.0,4.5,3.71,0.556,0.2195,2.21,0.08380000000000001,0.055099999999999996,0.0,1550420000.0,1.01,-0.0296
409,MLPA12,40.0,0.01,0.0,0.001,0.0,0.002,0.0,0.01,0.0,-2.06,-2.06,0.0666,0.0892,0.0,0.0,0.45130000000000003,0.0,44578000.0,0.0,-0.0751
410,MLPA4,45.0,0.01,0.0,0.001,0.0,0.003,0.0,0.01,0.0,-2.06,-2.06,0.0666,0.0892,0.0,0.0,0.45130000000000003,0.0,44578000.0,0.0,-0.0751
411,CAFE3,2.0,0.02,-0.01,0.28300000000000003,0.0,0.015,-0.01,-0.53,-0.01,-45.67,-53.96,-0.5307,21.638,0.02,-0.0281,-0.6417,0.0,-377387000.0,-0.98,-0.113
412,CORR3,12.0,0.03,0.05,0.016,0.0,0.012,0.02,0.03,0.16,-0.17,-0.17,0.5825,0.539,13.09,0.4827,1.6497,0.0,5563000.0,0.0,0.3705
413,BSCT3,4.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09050000000000001,0.0,212960000.0,0.0,0.0192
414,RCTB42,20.0,0.05,0.0,0.005,0.0,0.0,0.0,-0.01,-0.0,2.25,8.82,-1.0409,0.11,5.3,-0.0818,0.0179,0.0,1591550000.0,0.17,0.4235
415,BPHA3,0.62,0.06,-0.24,-20.054000000000002,0.0,0.995,-0.38,0.78,-0.2,1.6,1.43,-25.8169,-336.525,0.06,4.0100999999999996,-4.025,0.0,-292294000.0,-0.26,-0.5339
416,LREN4,105.0,0.07,0.02,0.011000000000000001,0.0,0.006,0.03,0.06,-0.2,0.9,0.57,0.1729,0.16469999999999999,1.52,0.1311,0.23800000000000002,0.0,5287760000.0,0.57,0.0652
417,RCTB41,33.51,0.08,0.0,0.009000000000000001,0.0,0.001,0.0,-0.01,-0.0,2.25,8.81,-1.0409,0.11,5.3,-0.0818,0.0179,0.0,1591550000.0,0.17,0.4235
418,BRSR4,181.1,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10679999999999999,0.0,8352800000.0,0.0,0.06860000000000001
419,RCTB31,41.0,0.1,0.0,0.011000000000000001,0.0,0.001,0.0,-0.01,-0.0,2.25,8.8,-1.0409,0.11,5.3,-0.0818,0.0179,0.0,1591550000.0,0.17,0.4235
420,MTIG3,5.21,0.11,0.05,0.01,0.0,0.009000000000000001,-0.06,-0.17,-0.02,-9.28,-20.5,-0.0617,0.0969,0.72,-0.0594,0.4251,0.0,27819200.0,2.51,-0.0363
421,CREM4,48.0,0.11,0.01,0.002,0.0,0.002,0.02,0.03,-0.02,3.55,2.09,0.0805,0.021,1.29,0.11359999999999999,0.075,0.0,189701000.0,1.58,-0.0027
422,PALF11,125.0,0.11,0.06,0.01,0.0,0.008,0.05,0.08,-0.02,2.29,1.89,0.12960000000000002,0.09179999999999999,1.61,0.1565,0.5416,0.0,1840190000.0,3.51,0.0932
423,TPRC6,105.0,0.13,0.01,0.015,0.0,0.006,0.12,0.08,-0.03,0.0,0.0,0.19440000000000002,0.11109999999999999,1.34,0.0967,0.0833,0.0,22847800000.0,0.14,0.0229
424,RCTB33,57.0,0.14,0.0,0.015,0.0,0.001,0.0,-0.01,-0.0,2.25,8.78,-1.0409,0.11,5.3,-0.0818,0.0179,0.0,1591550000.0,0.17,0.4235
425,TPRC3,113.5,0.14,0.01,0.016,0.0,0.006999999999999999,0.13,0.08,-0.03,0.01,0.0,0.19440000000000002,0.11109999999999999,1.34,0.0967,0.0833,0.0,22847800000.0,0.14,0.0229
426,CORR4,69.0,0.17,0.29,0.094,0.0,0.071,0.09,0.16,0.94,-0.04,-0.04,0.5825,0.539,13.09,0.4827,1.6497,0.0,5563000.0,0.0,0.3705
427,PALF5,236.6,0.21,0.11,0.019,0.0,0.015,0.09,0.15,-0.04,2.36,1.95,0.12960000000000002,0.09179999999999999,1.61,0.1565,0.5416,0.0,1840190000.0,3.51,0.0932
428,PALF3,279.9,0.25,0.13,0.023,0.0,0.018000000000000002,0.11,0.18,-0.04,2.38,1.97,0.12960000000000002,0.09179999999999999,1.61,0.1565,0.5416,0.0,1840190000.0,3.51,0.0932
429,ASSM4,6.1,0.29,-0.15,-8.357000000000001,0.0,0.133,-0.2,0.4,-0.08,1.88,1.88,-20.843899999999998,-29.156100000000002,0.21,0.3538,-0.5073,0.0,-9943000.0,-0.56,-0.08789999999999999
430,GAZO4,2.32,0.31,-0.03,-1.411,0.0,0.205,-0.46,0.86,-0.03,1.03,1.03,-1.64,-4.5448,0.35,0.2506,-0.1061,0.0,-102667000.0,-0.01,-0.2821
431,ASSM3,7.12,0.33,-0.17,-9.754,0.0,0.155,-0.23,0.47,-0.09,1.95,1.95,-20.843899999999998,-29.156100000000002,0.21,0.3538,-0.5073,0.0,-9943000.0,-0.56,-0.08789999999999999
432,FHER3,4.19,0.34,-1.1,0.12,0.0,0.122,1.23,22.56,-0.21,51.75,13.53,0.0053,0.3479,1.23,0.0068000000000000005,-3.1927,2362720.0,-205057000.0,-1.55,-0.2928
433,BELG4,1370.0,0.36,0.07,0.062,0.0,0.044000000000000004,0.29,0.23,2.59,0.4,0.4,0.27699999999999997,0.1946,1.97,0.22039999999999998,0.1859,0.0,13495400000.0,0.17,0.48469999999999996
434,BELG3,1375.5,0.36,0.07,0.063,0.0,0.044000000000000004,0.29,0.23,2.6,0.41,0.41,0.27699999999999997,0.1946,1.97,0.22039999999999998,0.1859,0.0,13495400000.0,0.17,0.48469999999999996
435,AGEN33,0.16,0.39,-0.03,0.0,0.0,0.066,-0.17,0.11,-0.02,3.73,3.61,0.0,0.0,0.09,0.8767,-0.0885,0.0,-1112630000.0,-1.11,-0.8703
436,TRPN3,0.71,0.44,0.54,0.263,1.0473999999999999,0.39899999999999997,0.59,0.36,0.59,-0.35,-0.35,0.7228,0.5929,3.61,5.2301,1.2235,0.0,59358000.0,0.0,0.057699999999999994
437,GAZO3,3.4,0.45,-0.05,-2.068,0.0,0.301,-0.67,1.26,-0.04,1.43,1.43,-1.64,-4.5448,0.35,0.2506,-0.1061,0.0,-102667000.0,-0.01,-0.2821
438,FCAP3,0.62,0.52,0.11,0.0,0.0,0.08900000000000001,0.0,-6.18,0.0,-15.27,-15.27,0.0,0.0,0.0,0.0,0.2183,0.0,107134000.0,0.0,0.0
439,FCAP4,0.7,0.58,0.13,0.0,0.0,0.1,0.0,-6.98,0.0,-16.07,-16.07,0.0,0.0,0.0,0.0,0.2183,0.0,107134000.0,0.0,0.0
440,NUTR3,221.0,0.68,1.75,0.408,0.0,0.406,1.37,9.85,-2.11,12.38,10.56,0.0414,0.5967,2.07,0.0452,2.5611,105690.0,16168000.0,0.57,0.2408
441,TARP11,18.02,0.82,0.25,26.009,0.0,0.245,0.0,197.74,0.0,195.29,195.29,0.1315,31.7005,0.0,0.0,0.2989,0.0,678212000.0,0.0,-0.7136
442,CTKA4,18.3,0.84,-0.57,0.312,0.0,0.22399999999999998,0.96,2.7,-0.29,14.08,11.05,0.11539999999999999,0.371,1.62,0.10310000000000001,-0.6724,166969.0,-200883000.0,-2.63,0.0464
443,APTI4,3500.0,1.18,0.22,3.405,0.0,0.135,3.25,-2.41,-0.6,-2.7,-2.5,-1.4118000000000002,2.8771,1.32,-0.061799999999999994,0.1893,0.0,296722000.0,0.18,-0.08869999999999999
444,MTIG4,59.51,1.21,0.52,0.11800000000000001,0.0,0.102,-0.73,-1.91,-0.23,-11.02,-24.34,-0.0617,0.0969,0.72,-0.0594,0.4251,3274.15,27819200.0,2.51,-0.0363
445,TSPP4,9.05,1.24,0.37,0.188,0.0,0.162,-4.02,0.85,-0.65,1.3,1.3,0.22010000000000002,0.152,0.89,0.23920000000000002,0.2988,0.0,9816290000.0,0.35,0.1306
446,CTKA3,26.92,1.24,-0.83,0.45899999999999996,0.0,0.33,1.41,3.98,-0.42,15.36,12.05,0.11539999999999999,0.371,1.62,0.10310000000000001,-0.6724,80537.3,-200883000.0,-2.63,0.0464
447,TSPP3,12.6,1.72,0.51,0.262,0.0,0.225,-5.59,1.19,-0.91,1.63,1.63,0.22010000000000002,0.152,0.89,0.23920000000000002,0.2988,0.0,9816290000.0,0.35,0.1306
448,BNBR4,27.01,1.82,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20620000000000002,0.0,6209470000.0,0.0,0.12960000000000002
449,PLIM4,0.59,1.89,0.03,0.02,0.0,0.016,-0.51,0.17,-0.05,1.5,0.65,0.1193,0.0155,0.8,0.10949999999999999,0.0172,0.0,6812390000.0,0.28,0.6663
450,CPFG4,12.26,1.9,0.66,0.693,0.0,0.145,-4.2,1.31,-0.34,2.9,2.19,0.5303,0.4656,0.82,0.1231,0.3472,0.0,3378360000.0,1.2,0.0424
451,CPFG3,12.65,1.96,0.68,0.715,0.0,0.15,-4.34,1.35,-0.35,2.94,2.23,0.5303,0.4656,0.82,0.1231,0.3472,0.0,3378360000.0,1.2,0.0424
452,CYRE4,8.5,2.06,0.54,0.8490000000000001,0.0,0.298,0.95,6.21,6.45,7.21,6.77,0.1369,0.4413,3.01,0.0584,0.2632,0.0,6261200000.0,0.39,0.0779
453,EBEN4,17.51,2.12,0.56,0.157,0.0,0.111,2.91,1.47,-0.28,3.25,2.55,0.1065,0.0739,1.1,0.09949999999999999,0.2634,0.0,1223880000.0,1.47,0.0643
454,MTBR3,0.99,2.44,0.7,0.16699999999999998,0.0,0.218,1.52,1.98,2.61,-0.09,-0.08,0.0843,0.0684,1.23,0.3697,0.2877,0.0,2118000000.0,0.22,-0.0489
455,CTPC4,6.5,2.48,0.03,0.0,0.0,0.003,0.0,-0.55,0.0,-2.44,-2.44,0.0,0.0,0.0,0.0,0.0141,0.0,2411000.0,0.0,-0.061
456,MTBR4,1.05,2.59,0.75,0.177,0.0,0.231,1.62,2.1,2.77,0.03,0.02,0.0843,0.0684,1.23,0.3697,0.2877,0.0,2118000000.0,0.22,-0.0489
457,ESCE3,172.0,2.98,1.02,0.282,0.0,0.184,-2.35,1.85,-0.36,3.76,3.03,0.1518,0.0946,0.8,0.12029999999999999,0.3431,0.0,989652000.0,1.61,0.069
458,MARI3,2.93,3.04,0.76,0.34600000000000003,0.0,0.384,0.95,4.99,1.65,4.89,4.89,0.0694,0.1137,2.23,0.1067,0.25129999999999997,0.0,706711000.0,0.32,0.1189
459,PLAS3,4.93,3.1,-0.36,0.175,0.0,0.105,-0.43,-0.88,-0.1,-3.03,33.39,-0.1989,0.056600000000000004,0.45,-0.1316,-0.1148,129992.0,-172283000.0,-0.98,-0.0054
460,BAZA3,39.6,3.47,0.51,0.0,0.0904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14730000000000001,55361.9,2298290000.0,0.0,-0.12539999999999998
461,FRTA3,5.16,3.54,-0.16,0.927,0.0,0.3,-0.13,-12.21,-0.11,-84.12,-348.85,-0.0759,0.2616,0.06,-0.028900000000000002,-0.0449,156122.0,-64884000.0,-0.95,-0.3886
462,TBLE6,10.65,3.64,1.22,0.77,0.0,0.253,2.67,2.11,-0.48,5.09,4.15,0.3657,0.2114,1.55,0.14730000000000001,0.3337,0.0,7144260000.0,2.52,0.1561
463,PTPA3,76.5,3.69,1.14,0.505,0.0,0.375,2.28,3.63,-1.27,7.06,5.33,0.1393,0.1369,1.79,0.13269999999999998,0.3085,0.0,1201690000.0,1.59,0.1808
464,PTPA4,80.0,3.86,1.19,0.528,0.0,0.392,2.38,3.79,-1.33,7.23,5.45,0.1393,0.1369,1.79,0.13269999999999998,0.3085,0.0,1201690000.0,1.59,0.1808
465,PTBL4,2.59,3.91,0.95,0.325,0.0,0.198,3.24,9.27,-0.56,19.95,8.62,0.035,0.0832,1.16,0.0278,0.24309999999999998,0.0,421630000.0,1.78,0.0426
466,VINE3,17.2,4.04,0.65,0.5770000000000001,0.0,0.34,1.38,4.52,7.6,7.4,5.54,0.1276,0.1442,1.91,0.0862,0.16140000000000002,0.0,1118520000.0,0.6,0.022099999999999998
467,TBLE5,12.0,4.11,1.37,0.868,0.0,0.285,3.01,2.37,-0.54,5.36,4.37,0.3657,0.2114,1.55,0.14730000000000001,0.3337,0.0,7144260000.0,2.52,0.1561
468,DAYC4,8.9,4.12,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17329999999999998,0.0,3009030000.0,0.0,0.0815
469,VINE5,17.64,4.14,0.67,0.5920000000000001,0.0,0.349,1.41,4.64,7.8,7.52,5.63,0.1276,0.1442,1.91,0.0862,0.16140000000000002,0.0,1118520000.0,0.6,0.022099999999999998
470,CLSC5,39.01,4.29,0.89,0.183,0.0,0.14400000000000002,4.5,3.56,-0.3,5.19,3.32,0.051500000000000004,0.042699999999999995,1.1,0.050199999999999995,0.207,0.0,1692170000.0,1.09,0.0688
471,RSUL4,180.0,4.3,5.72,0.598,0.0,0.46,-2.26,3.37,-0.78,3.65,3.11,0.1776,0.1392,0.62,0.147,1.3322,6552.97,18338000.0,0.73,0.13570000000000002
472,SOND3,38.0,4.37,1.25,1.464,0.0218,0.9359999999999999,2.27,39.13,3.08,22.92,12.86,0.0374,0.335,3.96,0.0394,0.2851,0.0,74955000.0,0.0,-0.06570000000000001
473,LUXM3,10.0,4.41,0.54,0.483,0.0,0.33399999999999996,2.72,3.97,-2.46,4.43,1.97,0.12179999999999999,0.10949999999999999,2.02,0.09880000000000001,0.1215,0.0,96830000.0,0.28,0.0636
474,HGTX4,9.6,4.45,0.97,1.4509999999999998,0.0,0.695,1.94,54.7,2.1,46.6,11.22,0.0265,0.326,2.42,0.0183,0.2169,0.0,1616320000.0,0.16,-0.0689
475,VCPA4,26.01,4.72,1.02,0.789,0.0,0.353,3.76,2.01,-1.0,4.05,2.99,0.3918,0.1675,1.46,0.22949999999999998,0.2157,0.0,14149000000.0,1.46,0.2271
476,BNBR3,70.01,4.72,0.97,0.0,0.038900000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20620000000000002,16803.9,6209470000.0,0.0,0.12960000000000002
477,MRFG3,14.43,4.76,10.64,0.162,0.0,0.268,2.02,1.32,-0.54,3.61,3.08,0.1226,0.0553,1.44,0.2977,2.2361,129805000.0,964884000.0,28.43,0.41490000000000005
478,HAGA4,1.94,4.77,-0.3,0.9129999999999999,0.0,0.389,1.09,-133.3,-0.27,-155.35,17.94,-0.0068000000000000005,0.19140000000000001,1.76,-0.0078000000000000005,-0.0634,153681.0,-76368400.0,-0.51,-0.0223
479,HETA3,4.01,4.9,-0.01,1.595,0.0,0.191,-0.05,2.05,-0.01,327.61,327.61,0.7777,0.32530000000000003,0.02,0.09380000000000001,-0.0011,0.0,-382643000.0,-0.85,-0.2043
480,CPLE5,60.52,4.9,0.83,0.9420000000000001,0.0907,0.368,5.77,3.87,-1.13,5.44,4.33,0.2432,0.1924,1.4,0.1069,0.1684,0.0,20057400000.0,0.51,0.0764
481,SOND5,45.0,5.18,1.48,1.734,0.0202,1.109,2.68,46.34,3.64,30.12,16.91,0.0374,0.335,3.96,0.0394,0.2851,1432.15,74955000.0,0.0,-0.06570000000000001
482,SOND6,45.0,5.18,1.48,1.734,0.0202,1.109,2.68,46.34,3.64,30.12,16.91,0.0374,0.335,3.96,0.0394,0.2851,581.1,74955000.0,0.0,-0.06570000000000001
483,CPLE3,64.46,5.22,0.88,1.003,0.0437,0.392,6.14,4.13,-1.21,5.7,4.53,0.2432,0.1924,1.4,0.1069,0.1684,13243300.0,20057400000.0,0.51,0.0764
484,SULA4,12.15,5.31,1.7,0.706,0.054000000000000006,0.519,1.33,10.21,618.05,-0.57,-0.53,0.0692,0.133,2.29,0.136,0.31980000000000003,292526.0,8625010000.0,0.25,0.0726
485,CGRA3,36.15,5.35,1.16,1.66,0.047400000000000005,0.888,3.48,17.54,5.59,15.07,9.8,0.0946,0.3106,2.82,0.064,0.2175,108859.0,626294000.0,0.0,0.034300000000000004
486,EALT4,5.03,5.39,0.63,0.44299999999999995,0.012,0.256,3.89,5.41,-1.81,8.88,5.45,0.0818,0.0821,1.17,0.0547,0.11689999999999999,458066.0,179500000.0,0.65,0.2408
487,CGRA4,36.89,5.46,1.19,1.694,0.0464,0.9059999999999999,3.55,17.9,5.71,15.43,10.04,0.0946,0.3106,2.82,0.064,0.2175,585968.0,626294000.0,0.0,0.034300000000000004
488,CPLE6,67.8,5.49,0.93,1.055,0.045700000000000005,0.41200000000000003,6.46,4.34,-1.27,5.91,4.7,0.2432,0.1924,1.4,0.1069,0.1684,96082800.0,20057400000.0,0.51,0.0764
489,BPIA3,6.1,5.64,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1884,0.0,77395000.0,0.0,0.1341
490,DSUL3,7.95,5.65,0.97,0.879,0.0,0.721,1.93,2.37,2.7,1.27,1.27,0.3713,0.1602,3.5,0.4891,0.1725,0.0,236447000.0,0.01,0.3669
491,PATI3,39.0,5.66,1.29,0.597,0.0046,0.584,1.22,8.99,2.4,9.38,8.36,0.0664,0.10529999999999999,2.53,0.1211,0.228,31329.2,551782000.0,0.7,0.1637
492,RNPT4,31.81,5.74,0.39,0.467,0.0,0.379,57.01,56.1,57.01,56.05,56.05,0.0083,0.08130000000000001,1.38,0.0068000000000000005,0.0672,0.0,63944000.0,0.0,0.048499999999999995
493,RNPT3,31.87,5.75,0.39,0.46799999999999997,0.0,0.38,57.12,56.21,57.12,56.15,56.15,0.0083,0.08130000000000001,1.38,0.0068000000000000005,0.0672,0.0,63944000.0,0.0,0.048499999999999995
494,SULA11,39.67,5.78,1.85,0.768,0.0496,0.565,1.45,11.11,672.65,0.34,0.31,0.0692,0.133,2.29,0.136,0.31980000000000003,108259000.0,8625010000.0,0.25,0.0726
495,ELET3,29.69,5.79,0.61,1.419,0.10300000000000001,0.257,2.13,3.68,-0.79,6.5,5.65,0.3861,0.24739999999999998,1.88,0.0775,0.106,263009000.0,75861600000.0,0.68,-0.18170000000000003
496,MTSA4,30.83,5.81,1.01,0.852,0.0246,0.731,1.41,9.48,1.5,7.4,5.74,0.0898,0.1467,3.13,0.11220000000000001,0.17379999999999998,163758.0,279084000.0,0.18,0.10880000000000001
497,BMEB4,15.92,5.84,0.85,0.0,0.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1457,99265.0,980278000.0,0.0,0.0738
498,CLSC4,53.39,5.88,1.22,0.251,0.0489,0.198,6.16,4.88,-0.41,6.5,4.16,0.051500000000000004,0.042699999999999995,1.1,0.050199999999999995,0.207,324323.0,1692170000.0,1.09,0.0688
499,ELET6,30.39,5.93,0.63,1.453,0.1106,0.263,2.18,3.76,-0.81,6.58,5.73,0.3861,0.24739999999999998,1.88,0.0775,0.106,112070000.0,75861600000.0,0.68,-0.18170000000000003
500,SAPR4,4.38,6.07,0.99,1.35,0.0462,0.505,25.26,3.61,-1.43,5.08,4.26,0.37450000000000006,0.22260000000000002,1.17,0.1534,0.16399999999999998,24056300.0,6654290000.0,0.55,0.0955
501,SAPR11,22.03,6.1,1.0,1.358,0.0451,0.508,25.41,3.63,-1.44,5.1,4.27,0.37450000000000006,0.22260000000000002,1.17,0.1534,0.16399999999999998,79791000.0,6654290000.0,0.55,0.0955
502,WIZS3,8.18,6.13,3.71,1.744,0.0818,1.6019999999999999,63.39,3.07,-14.78,2.51,2.24,0.5681,0.2889,1.06,0.8094,0.606,10940500.0,352122000.0,0.0,0.17370000000000002
503,BRSR6,13.41,6.15,0.66,0.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10679999999999999,29484600.0,8352800000.0,0.0,0.06860000000000001
504,BEEF3,9.42,6.26,4.25,0.27899999999999997,0.0318,0.28600000000000003,0.84,2.86,-1.16,5.47,4.68,0.0975,0.044500000000000005,1.98,0.21100000000000002,0.6781,85635000.0,1218970000.0,9.89,0.1882
505,PATI4,43.2,6.27,1.43,0.6609999999999999,0.032400000000000005,0.647,1.35,9.96,2.66,10.35,9.22,0.0664,0.10529999999999999,2.53,0.1211,0.228,6771.46,551782000.0,0.7,0.1637
506,BMEB3,17.1,6.28,0.91,0.0,0.0365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1457,28907.5,980278000.0,0.0,0.0738
507,CLSC3,57.0,6.28,1.3,0.268,0.0417,0.21100000000000002,6.58,5.21,-0.44,6.83,4.37,0.051500000000000004,0.042699999999999995,1.1,0.050199999999999995,0.207,168122.0,1692170000.0,1.09,0.0688
508,BGIP4,25.0,6.32,0.77,0.0,0.0313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1215,26126.7,497842000.0,0.0,0.1446
509,BPAR3,182.07,6.37,1.17,0.0,0.0857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1833,0.0,1483960000.0,0.0,0.09300000000000001
510,CESP3,28.8,6.43,1.32,5.1,0.079,0.7390000000000001,18.53,14.53,-2.15,15.91,9.77,0.35109999999999997,0.7928000000000001,1.69,0.0546,0.2057,215008.0,7128820000.0,0.25,-0.010700000000000001
511,SAPR3,4.67,6.47,1.06,1.44,0.0394,0.5379999999999999,26.93,3.84,-1.52,5.31,4.46,0.37450000000000006,0.22260000000000002,1.17,0.1534,0.16399999999999998,3663870.0,6654290000.0,0.55,0.0955
512,BBAS3,33.87,6.47,0.87,0.0,0.0436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13390000000000002,681087000.0,112088000000.0,0.0,-0.0969
513,ELPL4,15.98,6.48,0.93,0.212,0.0,0.106,-4.19,2.32,-0.17,4.02,2.53,0.0915,0.0327,0.91,0.053,0.1439,0.0,3384610000.0,1.37,0.0526
514,CIQU3,12.49,6.63,1.05,0.413,0.0,0.515,3.33,4.25,7.55,7.5,5.23,0.09720000000000001,0.0622,1.36,0.127,0.15869999999999998,0.0,296175000.0,0.84,0.1623
515,CIQU4,12.49,6.63,1.05,0.413,0.0,0.515,3.33,4.25,7.55,7.5,5.23,0.09720000000000001,0.0622,1.36,0.127,0.15869999999999998,0.0,296175000.0,0.84,0.1623
516,CPFP4,44.0,6.68,3.23,0.546,0.0,0.485,-304.88,4.7,-1.08,7.61,6.13,0.1161,0.0818,1.0,0.1414,0.4843,0.0,722388000.0,3.11,0.0
517,CSRN6,15.6,6.68,2.0,0.809,0.0226,0.564,6.08,4.59,-1.15,7.11,6.03,0.1764,0.1211,1.68,0.1426,0.2993,13898.5,1311000000.0,1.41,0.12480000000000001
518,ATOM3,3.88,6.69,4.92,2.975,0.0,3.0989999999999998,3.25,8.33,4.95,6.86,6.83,0.35729999999999995,0.4446,23.47,0.846,0.7356,354534.0,16474000.0,0.0,1.7065000000000001
519,SULA3,15.36,6.71,2.15,0.892,0.042699999999999995,0.657,1.68,12.9,781.33,2.13,1.98,0.0692,0.133,2.29,0.136,0.31980000000000003,210514.0,8625010000.0,0.25,0.0726
520,BRSR3,14.64,6.71,0.72,0.0,0.0449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10679999999999999,174961.0,8352800000.0,0.0,0.06860000000000001
